"Criter13415612";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-15 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-15 09:00:58";"2017-09-15 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69792";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13415613";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-16 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-16 09:00:58";"2017-09-16 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69793";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13415615";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-18 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-18 09:00:58";"2017-09-18 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69795";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13415608";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-11 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-11 09:00:58";"2017-09-11 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69788";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13415609";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-12 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-12 09:00:58";"2017-09-12 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69789";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13415610";"noRestriction";"real";"NetworkManagement";"";"2017-08-22 09:27:08";"2017-09-13 09:00:58";"1";"2017-08-22 09:27:08";"2017-08-22 09:27:08";"certain";"active";"2017-09-13 09:00:58";"2017-09-13 16:00:58";"0";"9h/16h Rue de Bonnel|Entre le quai Augagneur et le cours de la Liberté|Jusqu'au 22 septembre
Travaux de voirie";"bothWays";"LYON-03";"TWG_ID:35";"";"";"narrowLanes";"";"";"";"CRITER";"69790";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13454717";"noRestriction";"real";"NetworkManagement";"";"2017-09-01 14:41:27";"2017-09-18 08:00:33";"1";"2017-09-01 14:41:27";"2017-09-01 14:41:27";"certain";"active";"2017-09-18 08:00:33";"2017-09-18 17:00:33";"0";"8h/17h Cours Lafayette|Entre la rue Garibaldi et le boulevard Vivier Merle|Du 4 au 22 septembre
Travaux ligne de bus C3";"bothWays";"LYON-06";"TWG_ID:32";"";"";"narrowLanes";"";"";"";"CRITER";"70360";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13466956";"noRestriction";"real";"Activities";"";"2017-09-04 17:50:47";"2017-09-12 20:00:47";"2";"2017-09-04 17:52:10";"2017-09-04 17:50:47";"certain";"active";"2017-09-12 20:00:47";"2017-09-12 23:00:47";"0";"20h Halle Tony Garnier|Aux abords de la salle|Le 12 septembre
Concert Metallica
Risque de perturbations";"bothWays";"LYON-07";"";"";"";"";"majorEvent";"";"";"CRITER";"70460";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13489730";"noRestriction";"real";"NetworkManagement";"";"2017-09-08 10:22:26";"2017-09-14 21:00:10";"5";"2017-09-08 10:24:21";"2017-09-08 10:22:26";"certain";"active";"2017-09-14 21:00:10";"2017-09-15 06:00:10";"0";"21h/6h A6 -> Marseille|Entre Limonest et la porte du Valvert|Le 14 septembre
Travaux d'aménagement";"bothWays";"A6";"TWG_ID:107;1077;108";"";"";"roadClosed";"";"";"";"CRITER";"70757";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
"Criter13374504";"noRestriction";"real";"NetworkManagement";"";"2017-08-02 09:54:53";"2017-09-09 05:00:53";"4";"2017-08-02 09:59:19";"2017-08-02 09:54:53";"certain";"active";"2017-09-09 05:00:53";"2017-09-09 21:00:53";"0";"5h/21h Rue Sergent Blandan|Aux abords de l'axe|Le 9 septembre
Forum des Associations";"bothWays";"LYON-01";"";"";"";"roadClosed";"";"";"";"CRITER";"69256";"2017-09-08 17:29:01";"2017-09-08 17:29:30";"nonLinkedPoint";""
